"","x"
"2142","4"
"2143","2"
"2144","3"
"2145","3"
"2146","5"
"2147","3"
"2148","4"
"2149","5"
"2150","3"
"2151","3"
"2152","4"
"2153","1"
"2154","4"
"2155","4"
"2156","5"
"2157","5"
"2158","5"
"2159","4"
"2160","4"
"2161","5"
"2162","4"
"2163","5"
"2164","3"
"2165","5"
"2166","3"
"2167","5"
"2168","2"
"2169","3"
"2170","3"
"2171","2"
"2172","5"
"2173","5"
"2174","5"
"2175","5"
"2176","4"
"2177","3"
"2178","4"
"2179","5"
"2180","5"
"2181","4"
"2182","5"
"2183","4"
"2184","4"
"2185","2"
"2186","3"
"2187","5"
"2188","5"
"2189","5"
"2190","5"
"2191","5"
"2192","5"
"2193","2"
"2194","5"
"2195","5"
"2196","4"
"2197","5"
"2198","4"
"2199","5"
"2200","4"
"2201","5"
"2202","3"
"2203","2"
"2204","5"
"2205","5"
"2206","4"
"2207","5"
"2208","5"
"2209","3"
"2210","2"
"2211","4"
"2212","5"
"2213","5"
"2214","5"
"2215","3"
"2216","4"
"2217","3"
"2218","3"
"2219","2"
"2220","3"
"2221","5"
"2222","4"
"2223","4"
"2224","2"
"2225","5"
"2226","5"
"2227","5"
"2228","4"
"2229","4"
"2230","4"
"2231","2"
"2232","3"
"2233","4"
"2234","5"
"2235","4"
"2236","3"
"2237","5"
"2238","5"
"2239","2"
"2240","2"
"2241","3"
"2242","4"
"2243","3"
"2244","5"
"2245","2"
"2246","2"
"2247","3"
"2248","5"
"2249","5"
"2250","3"
"2251","5"
"2252","5"
"2253","2"
"2254","5"
"2255","4"
"2256","3"
"2257","3"
"2258","5"
"2259","5"
"2260","5"
"2261","4"
"2262","3"
"2263","5"
"2264","4"
"2265","2"
"2266","4"
"2267","5"
"2268","5"
"2269","5"
"2270","4"
"2271","3"
"2272","3"
"2273","5"
"2274","5"
"2275","5"
"2276","3"
"2277","4"
"2278","5"
"2279","5"
"2280","2"
"2281","5"
"2282","1"
"2283","1"
"2284","3"
"2285","4"
"2286","3"
"2287","5"
"2288","5"
"2289","5"
"2290","4"
"2291","5"
"2292","3"
"2293","3"
"2294","5"
"2295","2"
"2296","2"
"2297","2"
"2298","5"
"2299","5"
"2300","4"
"2301","5"
"2302","5"
"2303","3"
"2304","5"
"2305","5"
"2306","5"
"2307","5"
"2308","5"
"2309","5"
"2310","5"
"2311","4"
"2312","4"
"2313","4"
"2314","5"
"2315","5"
"2316","2"
"2317","4"
"2318","5"
"2319","4"
"2320","5"
"2321","1"
"2322","5"
"2323","1"
"2324","2"
"2325","4"
"2326","4"
"2327","5"
"2328","5"
"2329","5"
"2330","2"
"2331","5"
"2332","4"
"2333","4"
"2334","5"
"2335","5"
"2336","5"
"2337","4"
"2338","5"
"2339","3"
"2340","4"
"2341","5"
"2342","5"
"2343","3"
"2344","3"
"2345","4"
"2346","5"
"2347","4"
"2348","2"
"2349","1"
"2350","5"
"2351","3"
"2352","3"
"2353","2"
"2354","5"
"2355","5"
"2356","2"
"2357","4"
"2358","5"
"2359","5"
"2360","4"
"2361","3"
"2362","2"
"2363","4"
"2364","4"
"2365","3"
"2366","3"
"2367","4"
"2368","5"
"2369","2"
"2370","4"
"2371","3"
"2372","5"
"2373","4"
"2374","3"
"2375","5"
"2376","5"
"2377","4"
"2378","3"
"2379","4"
"2380","4"
"2381","4"
"2382","5"
"2383","5"
"2384","2"
"2385","5"
"2386","5"
"2387","5"
"2388","5"
"2389","3"
"2390","4"
"2391","3"
"2392","5"
"2393","4"
"2394","1"
"2395","3"
"2396","5"
"2397","4"
"2398","4"
"2399","2"
"2400","5"
"2401","2"
"2402","4"
"2403","5"
"2404","4"
"2405","4"
"2406","4"
"2407","3"
"2408","2"
"2409","2"
"2410","5"
"2411","3"
"2412","5"
"2413","4"
"2414","4"
"2415","3"
"2416","2"
"2417","2"
"2418","4"
"2419","2"
"2420","5"
"2421","5"
"2422","5"
"2423","4"
"2424","3"
"2425","3"
"2426","4"
"2427","5"
"2428","3"
"2429","2"
"2430","5"
"2431","3"
"2432","3"
"2433","5"
"2434","3"
"2435","3"
"2436","5"
"2437","4"
"2438","3"
"2439","5"
"2440","4"
"2441","2"
"2442","3"
"2443","4"
"2444","5"
"2445","5"
"2446","4"
"2447","4"
"2448","3"
"2449","2"
"2450","4"
"2451","3"
"2452","3"
"2453","2"
"2454","4"
"2455","5"
"2456","5"
"2457","5"
"2458","2"
"2459","1"
"2460","5"
"2461","5"
"2462","3"
"2463","1"
"2464","5"
"2465","2"
"2466","5"
"2467","5"
"2468","4"
"2469","3"
"2470","5"
"2471","5"
"2472","2"
"2473","5"
"2474","5"
"2475","3"
"2476","2"
"2477","4"
"2478","5"
"2479","5"
"2480","3"
"2481","5"
"2482","2"
"2483","3"
"2484","4"
"2485","4"
"2486","5"
"2487","3"
"2488","2"
"2489","5"
"2490","2"
"2491","5"
"2492","2"
"2493","3"
"2494","2"
"2495","3"
"2496","2"
"2497","2"
"2498","3"
"2499","4"
"2500","5"
"2501","3"
"2502","5"
"2503","3"
"2504","5"
"2505","2"
"2506","4"
"2507","5"
"2508","3"
"2509","4"
"2510","5"
"2511","4"
"2512","4"
"2513","4"
"2514","3"
"2515","4"
"2516","3"
"2517","4"
"2518","2"
"2519","4"
"2520","3"
"2521","1"
"2522","5"
"2523","3"
"2524","3"
"2525","5"
"2526","3"
"2527","4"
"2528","5"
"2529","5"
"2530","5"
"2531","5"
"2532","3"
"2533","2"
"2534","2"
"2535","5"
"2536","1"
"2537","5"
"2538","4"
"2539","5"
"2540","3"
"2541","4"
"2542","5"
"2543","4"
"2544","5"
"2545","4"
"2546","1"
"2547","5"
"2548","4"
"2549","5"
"2550","3"
"2551","3"
"2552","5"
"2553","5"
"2554","2"
"2555","4"
"2556","5"
"2557","5"
"2558","4"
"2559","3"
"2560","3"
"2561","4"
"2562","4"
"2563","5"
"2564","5"
"2565","2"
"2566","4"
"2567","2"
"2568","5"
"2569","5"
"2570","3"
"2571","5"
"2572","4"
"2573","4"
"2574","5"
"2575","5"
"2576","2"
"2577","5"
"2578","5"
"2579","2"
"2580","2"
"2581","1"
"2582","4"
"2583","5"
"2584","5"
"2585","2"
"2586","2"
"2587","3"
"2588","3"
"2589","2"
"2590","4"
"2591","5"
"2592","4"
"2593","3"
"2594","5"
"2595","5"
"2596","3"
"2597","2"
"2598","5"
"2599","4"
"2600","3"
"2601","4"
"2602","4"
"2603","4"
"2604","5"
"2605","4"
"2606","3"
"2607","5"
"2608","5"
"2609","4"
"2610","2"
"2611","5"
"2612","5"
"2613","2"
"2614","5"
"2615","4"
"2616","3"
"2617","2"
"2618","4"
"2619","5"
"2620","3"
"2621","2"
"2622","1"
"2623","5"
"2624","3"
"2625","5"
"2626","4"
"2627","5"
"2628","4"
"2629","4"
"2630","3"
"2631","1"
"2632","1"
"2633","3"
"2634","5"
"2635","3"
"2636","3"
"2637","5"
"2638","2"
"2639","3"
"2640","4"
"2641","4"
"2642","5"
"2643","5"
"2644","2"
"2645","2"
"2646","3"
"2647","5"
"2648","4"
"2649","3"
"2650","4"
"2651","2"
"2652","5"
"2653","4"
"2654","4"
"2655","4"
"2656","5"
"2657","4"
"2658","2"
"2659","4"
"2660","2"
"2661","2"
"2662","4"
"2663","1"
"2664","4"
"2665","3"
"2666","5"
"2667","5"
"2668","2"
"2669","5"
"2670","3"
"2671","3"
"2672","4"
"2673","1"
"2674","3"
"2675","5"
"2676","1"
"2677","5"
"2678","4"
"2679","5"
"2680","5"
"2681","5"
"2682","5"
"2683","5"
"2684","2"
"2685","4"
"2686","4"
"2687","5"
"2688","3"
"2689","2"
"2690","5"
"2691","2"
"2692","3"
"2693","4"
"2694","3"
"2695","1"
"2696","2"
"2697","5"
"2698","5"
"2699","3"
"2700","5"
"2701","5"
"2702","1"
"2703","5"
"2704","3"
"2705","1"
"2706","4"
"2707","5"
"2708","1"
"2709","4"
"2710","5"
"2711","5"
"2712","4"
"2713","4"
"2714","4"
"2715","3"
"2716","2"
"2717","3"
"2718","4"
"2719","4"
"2720","3"
"2721","5"
"2722","3"
"2723","5"
"2724","5"
"2725","3"
"2726","2"
"2727","4"
"2728","5"
"2729","2"
"2730","5"
"2731","5"
"2732","2"
"2733","4"
"2734","5"
"2735","5"
"2736","4"
"2737","5"
"2738","2"
"2739","5"
"2740","2"
"2741","4"
"2742","1"
"2743","5"
"2744","5"
"2745","1"
"2746","3"
"2747","3"
"2748","4"
"2749","5"
"2750","4"
"2751","3"
"2752","4"
"2753","4"
"2754","5"
"2755","2"
"2756","5"
"2757","3"
"2758","2"
"2759","2"
"2760","5"
"2761","3"
"2762","5"
"2763","5"
"2764","3"
"2765","4"
"2766","5"
"2767","3"
"2768","5"
"2769","3"
"2770","5"
"2771","3"
"2772","3"
"2773","3"
"2774","2"
"2775","3"
"2776","3"
"2777","4"
"2778","4"
"2779","5"
"2780","4"
"2781","5"
"2782","3"
"2783","2"
"2784","3"
"2785","4"
"2786","4"
"2787","5"
"2788","4"
"2789","4"
"2790","5"
"2791","2"
"2792","5"
"2793","2"
"2794","3"
"2795","3"
"2796","3"
"2797","4"
"2798","3"
"2799","5"
"2800","5"
"2801","4"
"2802","2"
"2803","3"
"2804","3"
"2805","4"
"2806","3"
"2807","4"
"2808","5"
"2809","4"
"2810","5"
"2811","3"
"2812","5"
"2813","5"
"2814","4"
"2815","3"
"2816","5"
"2817","4"
"2818","3"
"2819","4"
"2820","5"
"2821","1"
"2822","5"
"2823","3"
"2824","3"
"2825","3"
"2826","3"
"2827","3"
"2828","4"
"2829","1"
"2830","5"
"2831","4"
"2832","2"
"2833","5"
"2834","3"
"2835","3"
"2836","1"
"2837","5"
"2838","3"
"2839","4"
"2840","2"
"2841","4"
"2842","5"
"2843","4"
"2844","4"
"2845","2"
"2846","3"
"2847","5"
"2848","3"
"2849","4"
"2850","4"
"2851","1"
"2852","5"
"2853","4"
"2854","3"
"2855","1"
"2856","5"
"2857","2"
"2858","4"
"2859","4"
"2860","4"
"2861","4"
"2862","4"
"2863","4"
"2864","5"
"2865","5"
"2866","5"
"2867","4"
"2868","5"
"2869","3"
"2870","2"
"2871","5"
"2872","5"
"2873","3"
"2874","2"
"2875","5"
"2876","2"
"2877","4"
"2878","5"
"2879","5"
"2880","3"
"2881","2"
"2882","5"
"2883","5"
"2884","5"
"2885","4"
"2886","5"
"2887","3"
"2888","2"
"2889","2"
"2890","4"
"2891","4"
"2892","5"
"2893","5"
"2894","2"
"2895","4"
"2896","5"
"2897","5"
"2898","4"
"2899","4"
"2900","1"
"2901","5"
"2902","2"
"2903","3"
"2904","4"
"2905","1"
"2906","5"
"2907","4"
"2908","5"
"2909","3"
"2910","3"
"2911","3"
"2912","5"
"2913","2"
"2914","5"
"2915","5"
"2916","3"
"2917","2"
"2918","4"
"2919","4"
"2920","4"
"2921","2"
"2922","2"
"2923","3"
"2924","4"
"2925","5"
"2926","1"
"2927","5"
"2928","3"
"2929","2"
"2930","3"
"2931","5"
"2932","3"
"2933","4"
"2934","1"
"2935","5"
"2936","4"
"2937","2"
"2938","1"
"2939","4"
"2940","3"
"2941","3"
"2942","3"
"2943","4"
"2944","3"
"2945","4"
"2946","4"
"2947","4"
"2948","5"
"2949","4"
"2950","4"
"2951","3"
"2952","3"
"2953","5"
"2954","5"
"2955","4"
"2956","3"
"2957","4"
"2958","3"
"2959","5"
"2960","5"
"2961","3"
"2962","2"
"2963","2"
"2964","4"
"2965","2"
"2966","3"
"2967","4"
"2968","5"
"2969","4"
"2970","4"
"2971","5"
"2972","1"
"2973","5"
"2974","4"
"2975","4"
"2976","2"
"2977","2"
"2978","4"
"2979","3"
"2980","2"
"2981","3"
"2982","5"
"2983","3"
"2984","3"
"2985","2"
"2986","2"
"2987","4"
"2988","5"
"2989","3"
"2990","5"
"2991","5"
"2992","4"
"2993","5"
"2994","5"
"2995","4"
"2996","5"
"2997","3"
"2998","3"
"2999","2"
"3000","1"
"3001","4"
"3002","5"
"3003","5"
"3004","5"
"3005","5"
"3006","5"
"3007","1"
"3008","5"
"3009","5"
"3010","4"
"3011","5"
"3012","5"
"3013","4"
"3014","4"
"3015","4"
"3016","4"
"3017","2"
"3018","2"
"3019","2"
"3020","3"
"3021","4"
"3022","4"
"3023","4"
"3024","5"
"3025","3"
"3026","5"
"3027","4"
"3028","2"
"3029","3"
"3030","3"
"3031","5"
"3032","3"
"3033","3"
"3034","3"
"3035","4"
"3036","2"
"3037","5"
"3038","5"
"3039","4"
"3040","5"
"3041","4"
"3042","5"
"3043","5"
"3044","3"
"3045","5"
"3046","3"
"3047","4"
"3048","2"
"3049","5"
"3050","2"
"3051","5"
"3052","5"
"3053","2"
"3054","5"
"3055","1"
"3056","4"
"3057","4"
"3058","3"
"3059","3"
"3060","5"
"3061","5"
"3062","4"
"3063","5"
"3064","5"
"3065","1"
"3066","3"
"3067","5"
"3068","2"
"3069","4"
"3070","2"
"3071","5"
"3072","5"
"3073","5"
"3074","3"
"3075","3"
"3076","5"
"3077","4"
"3078","3"
"3079","3"
"3080","4"
"3081","3"
"3082","4"
"3083","5"
"3084","5"
"3085","4"
"3086","5"
"3087","5"
"3088","5"
"3089","2"
"3090","4"
"3091","5"
"3092","3"
"3093","2"
"3094","4"
"3095","2"
"3096","5"
"3097","4"
"3098","4"
"3099","3"
"3100","2"
"3101","5"
"3102","3"
"3103","5"
"3104","5"
"3105","4"
"3106","5"
"3107","5"
"3108","2"
"3109","2"
"3110","4"
"3111","2"
"3112","4"
"3113","5"
"3114","3"
"3115","5"
"3116","5"
"3117","5"
"3118","4"
"3119","3"
"3120","5"
"3121","4"
"3122","5"
"3123","1"
"3124","5"
"3125","5"
"3126","2"
"3127","3"
"3128","3"
"3129","4"
"3130","3"
"3131","4"
"3132","5"
"3133","4"
"3134","5"
"3135","5"
"3136","3"
"3137","5"
"3138","4"
"3139","2"
"3140","3"
"3141","1"
"3142","2"
"3143","3"
"3144","1"
"3145","5"
"3146","2"
"3147","3"
"3148","2"
"3149","5"
"3150","2"
"3151","5"
"3152","5"
"3153","3"
"3154","5"
"3155","3"
"3156","5"
"3157","4"
"3158","4"
"3159","5"
"3160","5"
"3161","5"
"3162","5"
"3163","2"
"3164","5"
"3165","4"
"3166","2"
"3167","5"
"3168","1"
"3169","5"
"3170","5"
"3171","4"
"3172","4"
"3173","5"
"3174","4"
"3175","4"
"3176","5"
"3177","3"
"3178","5"
"3179","5"
"3180","4"
"3181","4"
"3182","4"
"3183","3"
"3184","2"
"3185","1"
"3186","4"
"3187","4"
"3188","5"
"3189","5"
"3190","5"
"3191","4"
"3192","3"
"3193","2"
"3194","2"
"3195","3"
"3196","5"
"3197","2"
"3198","1"
"3199","1"
"3200","4"
"3201","4"
"3202","5"
"3203","5"
"3204","3"
"3205","3"
"3206","4"
"3207","3"
"3208","1"
"3209","4"
"3210","3"
"3211","2"
"3212","3"
"3213","3"
"3214","5"
"3215","5"
"3216","4"
"3217","5"
"3218","5"
"3219","3"
"3220","2"
"3221","5"
"3222","4"
"3223","5"
"3224","5"
"3225","2"
"3226","1"
"3227","4"
"3228","3"
"3229","2"
"3230","2"
"3231","4"
"3232","5"
"3233","5"
"3234","4"
"3235","4"
"3236","3"
"3237","5"
"3238","4"
"3239","4"
"3240","4"
"3241","3"
"3242","5"
"3243","3"
"3244","5"
"3245","5"
"3246","5"
"3247","4"
"3248","5"
"3249","4"
"3250","2"
"3251","3"
"3252","4"
"3253","2"
"3254","3"
"3255","5"
"3256","1"
"3257","1"
"3258","4"
"3259","4"
"3260","1"
"3261","5"
"3262","3"
"3263","5"
"3264","2"
"3265","5"
"3266","2"
"3267","3"
"3268","5"
"3269","3"
"3270","4"
"3271","1"
"3272","4"
"3273","4"
"3274","3"
"3275","2"
"3276","1"
"3277","4"
"3278","5"
"3279","5"
"3280","4"
"3281","4"
"3282","5"
"3283","4"
"3284","4"
"3285","3"
"3286","5"
"3287","3"
"3288","2"
"3289","3"
"3290","3"
"3291","4"
"3292","4"
"3293","5"
"3294","3"
"3295","3"
"3296","4"
"3297","3"
"3298","4"
"3299","3"
"3300","3"
"3301","5"
"3302","3"
"3303","5"
"3304","4"
"3305","4"
"3306","3"
"3307","5"
"3308","3"
"3309","4"
"3310","4"
"3311","4"
"3312","4"
"3313","4"
"3314","5"
"3315","2"
"3316","4"
"3317","2"
"3318","3"
"3319","4"
"3320","3"
"3321","3"
"3322","5"
"3323","2"
"3324","1"
"3325","4"
"3326","4"
"3327","5"
"3328","5"
"3329","2"
"3330","2"
"3331","5"
"3332","2"
"3333","4"
"3334","5"
"3335","5"
"3336","2"
"3337","4"
"3338","4"
"3339","5"
"3340","5"
"3341","5"
"3342","4"
"3343","4"
"3344","2"
"3345","5"
"3346","3"
"3347","5"
"3348","4"
"3349","4"
"3350","5"
"3351","4"
"3352","4"
"3353","2"
"3354","4"
"3355","2"
"3356","4"
"3357","5"
"3358","3"
"3359","4"
"3360","2"
"3361","3"
"3362","2"
"3363","5"
"3364","4"
"3365","1"
"3366","5"
"3367","3"
"3368","2"
"3369","2"
"3370","5"
"3371","2"
"3372","3"
"3373","5"
"3374","4"
"3375","3"
"3376","1"
"3377","3"
"3378","1"
"3379","5"
"3380","2"
"3381","5"
"3382","3"
"3383","4"
"3384","5"
"3385","4"
"3386","5"
"3387","5"
"3388","5"
"3389","4"
"3390","3"
"3391","4"
"3392","4"
"3393","5"
"3394","5"
"3395","2"
"3396","4"
"3397","3"
"3398","5"
"3399","1"
"3400","5"
"3401","4"
"3402","1"
"3403","4"
"3404","5"
"3405","2"
"3406","2"
"3407","5"
"3408","5"
"3409","4"
"3410","1"
"3411","4"
"3412","2"
"3413","4"
"3414","4"
"3415","4"
"3416","4"
"3417","3"
"3418","4"
"3419","4"
"3420","5"
"3421","5"
"3422","1"
"3423","2"
"3424","4"
"3425","3"
"3426","3"
"3427","5"
"3428","5"
"3429","4"
"3430","5"
"3431","1"
"3432","2"
"3433","5"
"3434","5"
"3435","5"
"3436","5"
"3437","4"
"3438","5"
"3439","5"
"3440","2"
"3441","4"
"3442","5"
"3443","5"
"3444","2"
"3445","3"
"3446","2"
"3447","5"
"3448","5"
"3449","3"
"3450","5"
"3451","5"
"3452","4"
"3453","4"
"3454","2"
"3455","5"
"3456","3"
"3457","5"
"3458","2"
"3459","5"
"3460","5"
"3461","1"
"3462","3"
"3463","1"
"3464","4"
"3465","5"
"3466","5"
"3467","3"
"3468","4"
"3469","4"
"3470","2"
"3471","4"
"3472","3"
"3473","4"
"3474","3"
"3475","3"
"3476","2"
"3477","2"
"3478","5"
"3479","4"
"3480","3"
"3481","5"
"3482","5"
"3483","3"
"3484","5"
"3485","3"
"3486","4"
"3487","2"
"3488","3"
"3489","4"
"3490","5"
"3491","3"
"3492","2"
"3493","4"
"3494","4"
"3495","3"
"3496","4"
"3497","5"
"3498","4"
"3499","2"
"3500","3"
"3501","4"
"3502","2"
"3503","2"
"3504","5"
"3505","2"
"3506","5"
"3507","3"
"3508","4"
"3509","1"
"3510","5"
"3511","5"
"3512","5"
"3513","4"
"3514","3"
"3515","4"
"3516","4"
"3517","5"
"3518","4"
"3519","5"
"3520","3"
"3521","5"
"3522","4"
"3523","4"
"3524","3"
"3525","5"
"3526","3"
"3527","5"
"3528","4"
"3529","5"
"3530","2"
"3531","5"
"3532","5"
"3533","4"
"3534","4"
"3535","3"
"3536","5"
"3537","3"
"3538","5"
"3539","5"
"3540","5"
"3541","5"
"3542","2"
"3543","4"
"3544","4"
"3545","3"
"3546","5"
"3547","2"
"3548","3"
"3549","2"
"3550","5"
"3551","4"
"3552","3"
"3553","4"
"3554","5"
"3555","4"
"3556","5"
"3557","5"
"3558","5"
"3559","5"
"3560","2"
"3561","4"
"3562","4"
"3563","2"
"3564","4"
"3565","5"
"3566","5"
"3567","4"
"3568","5"
"3569","2"
"3570","5"
"3571","4"
"3572","5"
"3573","4"
"3574","4"
"3575","3"
"3576","5"
"3577","5"
"3578","4"
"3579","1"
"3580","3"
"3581","4"
"3582","5"
"3583","3"
"3584","2"
"3585","4"
"3586","4"
"3587","2"
"3588","5"
"3589","3"
"3590","4"
"3591","3"
"3592","5"
"3593","3"
"3594","1"
"3595","5"
"3596","4"
"3597","4"
"3598","3"
"3599","5"
"3600","5"
"3601","5"
"3602","4"
"3603","4"
"3604","4"
"3605","1"
"3606","5"
"3607","3"
"3608","4"
"3609","5"
"3610","3"
"3611","5"
"3612","4"
"3613","3"
"3614","4"
"3615","5"
"3616","3"
"3617","5"
"3618","1"
"3619","1"
"3620","4"
"3621","4"
"3622","3"
"3623","5"
"3624","5"
"3625","2"
"3626","4"
"3627","3"
"3628","1"
"3629","1"
"3630","4"
"3631","5"
"3632","3"
"3633","5"
"3634","5"
"3635","1"
"3636","3"
"3637","4"
"3638","5"
"3639","5"
"3640","3"
"3641","5"
"3642","4"
"3643","5"
"3644","3"
"3645","5"
"3646","3"
"3647","3"
"3648","3"
"3649","3"
"3650","2"
"3651","5"
"3652","4"
"3653","4"
"3654","4"
"3655","5"
"3656","4"
"3657","5"
"3658","3"
"3659","1"
"3660","5"
"3661","5"
"3662","4"
"3663","5"
"3664","4"
"3665","4"
"3666","5"
"3667","2"
"3668","2"
"3669","2"
"3670","2"
"3671","4"
"3672","4"
"3673","2"
"3674","5"
"3675","3"
"3676","4"
"3677","4"
"3678","1"
"3679","4"
"3680","2"
"3681","3"
"3682","4"
"3683","5"
"3684","2"
"3685","4"
"3686","5"
"3687","5"
"3688","3"
"3689","4"
"3690","3"
"3691","4"
"3692","2"
"3693","2"
"3694","2"
"3695","3"
"3696","3"
"3697","2"
"3698","4"
"3699","5"
"3700","1"
"3701","3"
"3702","1"
"3703","4"
"3704","3"
"3705","4"
"3706","2"
"3707","4"
"3708","5"
"3709","5"
"3710","4"
"3711","5"
"3712","5"
"3713","4"
"3714","5"
"3715","4"
"3716","5"
"3717","5"
"3718","4"
"3719","5"
"3720","5"
"3721","5"
"3722","5"
"3723","5"
"3724","5"
"3725","4"
"3726","5"
"3727","3"
"3728","5"
"3729","5"
"3730","4"
"3731","1"
"3732","4"
"3733","5"
"3734","4"
"3735","4"
"3736","4"
"3737","4"
"3738","3"
"3739","5"
"3740","4"
"3741","2"
"3742","3"
"3743","5"
"3744","5"
"3745","5"
"3746","5"
"3747","2"
"3748","5"
"3749","4"
"3750","3"
"3751","5"
"3752","2"
"3753","3"
"3754","5"
"3755","5"
"3756","2"
"3757","2"
"3758","1"
"3759","4"
"3760","3"
"3761","2"
"3762","1"
"3763","3"
"3764","4"
"3765","3"
"3766","5"
"3767","1"
"3768","3"
"3769","5"
"3770","5"
"3771","1"
"3772","2"
"3773","5"
"3774","3"
"3775","4"
"3776","5"
"3777","4"
"3778","3"
"3779","5"
"3780","3"
"3781","5"
"3782","2"
"3783","5"
"3784","5"
"3785","3"
"3786","4"
"3787","3"
"3788","3"
"3789","5"
"3790","3"
"3791","2"
"3792","5"
"3793","4"
"3794","5"
"3795","4"
"3796","3"
"3797","4"
"3798","5"
"3799","5"
"3800","5"
"3801","3"
"3802","4"
"3803","3"
"3804","5"
"3805","1"
"3806","4"
"3807","4"
"3808","3"
"3809","5"
"3810","2"
"3811","4"
"3812","3"
"3813","5"
"3814","4"
"3815","3"
"3816","3"
"3817","3"
"3818","3"
"3819","4"
"3820","2"
"3821","5"
"3822","4"
"3823","5"
"3824","3"
"3825","4"
"3826","4"
"3827","3"
"3828","4"
"3829","4"
"3830","4"
"3831","5"
"3832","1"
"3833","5"
"3834","5"
"3835","3"
"3836","3"
"3837","5"
"3838","5"
"3839","3"
"3840","3"
"3841","4"
"3842","1"
"3843","4"
"3844","4"
"3845","5"
"3846","1"
"3847","5"
"3848","5"
"3849","2"
"3850","5"
"3851","3"
"3852","4"
"3853","5"
"3854","2"
"3855","4"
"3856","4"
"3857","3"
"3858","3"
"3859","2"
"3860","5"
"3861","5"
"3862","4"
"3863","4"
"3864","5"
"3865","5"
"3866","3"
"3867","5"
"3868","2"
"3869","5"
"3870","5"
"3871","3"
"3872","5"
"3873","4"
"3874","1"
"3875","2"
"3876","2"
"3877","5"
"3878","3"
"3879","3"
"3880","2"
"3881","3"
"3882","5"
"3883","5"
"3884","5"
"3885","4"
"3886","4"
"3887","1"
"3888","4"
"3889","5"
"3890","5"
"3891","5"
"3892","4"
"3893","4"
"3894","2"
"3895","3"
"3896","3"
"3897","2"
"3898","4"
"3899","2"
"3900","3"
"3901","5"
"3902","5"
"3903","4"
"3904","5"
"3905","3"
"3906","4"
"3907","2"
"3908","5"
"3909","5"
"3910","3"
"3911","5"
"3912","3"
"3913","1"
"3914","5"
"3915","4"
"3916","2"
"3917","4"
"3918","4"
"3919","4"
"3920","5"
"3921","4"
"3922","4"
"3923","4"
"3924","5"
"3925","5"
"3926","4"
"3927","5"
"3928","4"
"3929","3"
"3930","5"
"3931","5"
"3932","5"
"3933","4"
"3934","5"
"3935","2"
"3936","5"
"3937","4"
"3938","3"
"3939","5"
"3940","2"
"3941","3"
"3942","5"
"3943","5"
"3944","3"
"3945","5"
"3946","5"
"3947","4"
"3948","2"
"3949","2"
"3950","4"
"3951","3"
"3952","5"
"3953","4"
"3954","5"
"3955","3"
"3956","4"
"3957","5"
"3958","2"
"3959","5"
"3960","4"
"3961","4"
"3962","3"
"3963","2"
"3964","5"
"3965","5"
"3966","3"
"3967","5"
"3968","4"
"3969","4"
"3970","5"
"3971","5"
"3972","4"
"3973","5"
"3974","3"
"3975","5"
"3976","1"
"3977","3"
"3978","4"
"3979","4"
"3980","1"
"3981","5"
"3982","4"
"3983","5"
"3984","5"
"3985","3"
"3986","2"
"3987","5"
"3988","5"
"3989","1"
"3990","5"
"3991","3"
"3992","5"
"3993","5"
"3994","1"
"3995","4"
"3996","5"
"3997","5"
"3998","2"
"3999","3"
"4000","5"
